game_timer,possession_clock,ball_x,ball_y,ball_radius,player_1_x,player_1_y,player_2_x,player_2_y,player_3_x,player_3_y,player_4_x,player_4_y,player_5_x,player_5_y,player_6_x,player_6_y,player_7_x,player_7_y,player_8_x,player_8_y,player_9_x,player_9_y,player_10_x,player_10_y
708.9800,10.6700,28.0784,17.4618,4.9389,11.5924,12.0620,5.8748,16.6478,34.2399,21.6841,8.8530,9.5981,21.7008,37.2123,12.0677,18.9228,9.4877,22.4818,29.5804,23.6586,16.0801,35.3119,5.2943,14.1152
708.9400,10.6500,27.0396,16.8649,4.8084,11.4490,11.9645,5.8186,16.6136,34.2828,21.5515,9.2908,9.3260,21.5430,37.1590,11.9904,18.8927,9.4543,22.4767,29.5276,23.4579,16.0175,35.2972,5.5016,13.4808
708.9000,10.6200,25.8133,15.9890,4.7828,11.3148,11.8394,5.7403,16.5722,34.3381,21.4512,9.7786,9.1110,21.3768,37.0858,11.9089,18.8611,9.3994,22.4552,29.4704,23.2647,15.9425,35.2781,5.7560,12.8622
708.8600,10.6000,24.6888,15.1832,5.0207,11.2007,11.6705,5.6869,16.5671,34.4023,21.3832,10.2702,8.8769,21.2312,37.0240,11.8259,18.7969,9.3306,22.4372,29.4034,23.0794,15.8718,35.2548,6.0592,12.2710
708.8200,10.5800,23.4692,14.2248,4.9647,11.0790,11.5052,5.6434,16.5703,34.4828,21.3618,10.7388,8.6823,21.0492,36.9849,11.7708,18.7857,9.2529,22.4072,29.3273,22.9043,15.8013,35.2411,6.3695,11.7325
708.7800,10.5500,22.3306,13.4179,4.9735,10.9472,11.3349,5.5837,16.5690,34.5576,21.3500,11.2356,8.5044,20.8596,36.9456,11.7116,18.7549,9.1560,22.3993,29.2468,22.7512,15.7289,35.2101,6.7140,11.2259
708.7400,10.5300,21.1972,12.6270,4.8739,10.8160,11.1683,5.5132,16.6164,34.6494,21.3650,11.7651,8.3760,20.6945,36.8524,11.6190,18.6948,9.0486,22.3794,29.1569,22.6159,15.6579,35.1675,7.0955,10.7509
708.7000,10.5100,20.0708,11.8402,4.7760,10.7098,11.0145,5.4641,16.6566,34.7463,21.4049,12.2885,8.2749,20.5016,36.8035,11.5562,18.6580,8.9479,22.3606,29.0530,22.4983,15.5798,35.1062,7.4918,10.3016
708.6600,10.4900,18.9632,10.8998,4.7357,10.5853,10.8978,5.4050,16.7638,34.8351,21.4605,12.7529,8.2016,20.3540,36.7210,11.4845,18.6020,8.8433,22.3514,28.9404,22.3969,15.5065,35.0268,7.9276,9.9014
708.6200,10.4600,17.8078,10.1752,4.4445,10.4872,10.7435,5.3472,16.9041,34.9073,21.5287,13.2093,8.2135,20.1990,36.6258,11.4117,18.5521,8.7351,22.3463,28.8172,22.3033,15.4282,34.9513,8.3585,9.5356
708.5800,10.4400,16.6812,9.3897,4.2408,10.3739,10.6235,5.2699,17.0349,34.9853,21.6224,13.6388,8.2400,20.0480,36.5315,11.3165,18.4298,8.6244,22.3480,28.6778,22.2172,15.3494,34.8636,8.7991,9.2157
708.5400,10.4200,16.0560,8.7852,4.0507,10.2612,10.4766,5.1776,17.1980,35.0592,21.7388,14.0510,8.2878,19.8970,36.4920,11.2250,18.3438,8.5037,22.3539,28.5303,22.1434,15.2752,34.7771,9.2520,8.9427
708.5000,10.3900,16.4058,8.7633,3.8559,10.1614,10.2986,5.0828,17.4140,35.1225,21.8730,14.4229,8.3353,19.7475,36.3902,11.1771,18.3039,8.3918,22.3875,28.3644,22.0754,15.2001,34.6835,9.6965,8.7157
708.4600,10.3700,16.7526,8.8131,3.6895,10.0641,10.1192,4.9710,17.6673,35.1861,22.0245,14.8525,8.3685,19.5808,36.2744,11.1609,18.3093,8.2683,22.4214,28.1842,22.0131,15.0889,34.5605,10.1181,8.5504
708.4200,10.3500,17.2034,8.9757,3.3678,9.9606,9.9447,4.8620,17.9263,35.2517,22.1861,15.2796,8.4408,19.3770,36.1403,11.1100,18.2529,8.1346,22.4657,27.9867,21.9605,14.9820,34.4421,10.5147,8.4295
708.3800,10.3200,17.5948,9.1647,3.0380,9.8458,9.7117,4.7512,18.1875,35.3069,22.3669,15.6376,8.5519,19.1566,36.0355,11.0314,18.1731,8.0100,22.4539,27.7801,21.9114,14.9223,34.3608,10.9084,8.4023
708.3400,10.3000,17.8235,9.7009,2.3915,9.7386,9.4520,4.6353,18.4432,35.3374,22.5669,15.9636,8.6810,18.9297,35.9988,10.9801,18.1374,7.8807,22.4615,27.5556,21.8633,14.8775,34.2908,11.3302,8.4279
708.3000,10.2800,18.1366,10.0058,1.5436,9.6461,9.1662,4.5331,18.7315,35.3589,22.7955,16.2212,8.8771,18.7118,35.9800,10.9090,18.0585,7.7410,22.5087,27.3158,21.8214,14.8530,34.2318,11.7244,8.4941
708.2600,10.2500,18.5271,10.3715,0.4031,9.5399,8.9353,4.4324,19.0303,35.3663,23.0370,16.4146,9.0874,18.4894,35.9692,10.8498,18.0014,7.6045,22.5592,27.0627,21.7848,14.8312,34.1734,12.0832,8.5965
708.2200,10.2300,18.6747,10.5442,0.9508,9.4290,8.6918,4.3331,19.3498,35.3730,23.2952,16.6469,9.3423,18.2815,35.8809,10.7805,17.9095,7.4591,22.6364,26.8098,21.7605,14.8131,34.1079,12.4289,8.7252
708.1800,10.2100,18.9131,10.4436,1.8746,9.3434,8.4720,4.2272,19.6867,35.3724,23.5634,16.7726,9.5867,18.0855,35.7911,10.7172,17.8147,7.3240,22.7332,26.5451,21.7312,14.7981,34.0564,12.7567,8.8414
708.1400,10.1800,18.9084,10.4993,1.9824,9.2475,8.2447,4.1286,20.0159,35.3653,23.8434,16.8258,9.8050,17.9028,35.7071,10.6918,17.7694,7.1940,22.8423,26.2772,21.7055,14.7814,34.0113,13.0382,9.0037
708.1000,10.1600,18.8945,10.6577,2.0637,9.0892,7.9933,4.0265,20.3570,35.3461,24.1401,16.9077,10.0830,17.7476,35.5731,10.6412,17.7033,7.0460,22.9582,26.0086,21.6844,14.7674,33.9734,13.2971,9.1971
708.0600,10.1400,18.8715,10.9058,2.1229,8.9519,7.7446,3.9346,20.6916,35.3238,24.4486,17.0082,10.4059,17.5968,35.4223,10.6001,17.6535,6.8895,23.0688,25.7455,21.6566,14.7476,33.9489,13.5310,9.4146
708.0200,10.1100,18.8397,11.2308,2.1641,8.7696,7.5309,3.8476,21.0344,35.2941,24.7703,17.0693,10.6943,17.4491,35.2820,10.5643,17.6096,6.7347,23.1783,25.4737,21.6212,14.7284,33.9167,13.7566,9.6624
707.9800,10.0900,18.7993,11.6196,2.1918,8.6024,7.3272,3.7629,21.3796,35.2524,25.0922,17.1187,11.0085,17.3047,35.1349,10.5570,17.6105,6.5799,23.2886,25.2032,21.5635,14.7184,33.9406,13.9469,9.9392
707.9400,10.0700,18.7503,12.0595,2.2102,8.4205,7.1193,3.6713,21.6867,35.1975,25.4230,17.1472,11.3417,17.1689,34.9872,10.5576,17.6172,6.4320,23.4050,24.9068,21.5610,14.6935,33.9566,14.1121,10.2397
707.9000,10.0400,18.6931,12.5373,2.2237,8.2136,6.9272,3.5817,21.9958,35.1385,25.8064,17.1629,11.6948,17.0319,34.8473,10.5627,17.6327,6.2749,23.5198,24.6033,21.5651,14.6425,33.9191,14.2559,10.5677
707.8600,10.0200,18.6278,13.0403,2.2365,8.0037,6.7329,3.4911,22.2999,35.0571,26.1904,17.1369,12.1031,16.9241,34.7501,10.5625,17.6560,6.1200,23.6514,24.2931,21.5813,14.5853,33.8790,14.4039,10.9123
707.8200,10.0000,18.5545,13.5555,2.2530,7.7930,6.5205,3.4098,22.6015,34.9584,26.5831,17.0851,12.5264,16.8091,34.6848,10.5792,17.7034,5.9766,23.7918,23.9751,21.5939,14.5151,33.8262,14.5457,11.2784
707.7800,9.9700,18.4736,14.0699,2.2775,7.5857,6.3068,3.3399,22.9693,34.8440,26.9847,17.0924,12.9504,16.7028,34.6146,10.6190,17.7858,5.8297,24.0099,23.6309,21.6384,14.4347,33.7621,14.6722,11.6036
707.7400,9.9500,18.3851,14.5706,2.3143,7.3761,6.1103,3.2809,23.3285,34.7319,27.3811,17.0735,13.3761,16.5964,34.5339,10.6571,17.8758,5.6878,24.2356,23.2979,21.6871,14.3359,33.6838,14.7748,11.9370
707.7000,9.9300,18.2893,15.0448,2.3676,7.1468,5.9618,3.2252,23.6633,34.6107,27.7685,17.0173,13.7557,16.4928,34.4644,10.6910,17.9753,5.5711,24.4351,22.9742,21.7336,14.2239,33.5778,14.8656,12.2762
707.6600,9.9100,18.1864,15.4793,2.4419,6.9188,5.8100,3.1919,23.9829,34.4787,28.1630,16.9640,14.1482,16.3967,34.3752,10.7346,18.1062,5.4618,24.6418,22.6301,21.7973,14.0968,33.4699,14.9495,12.6195
707.6200,9.8800,18.0765,15.8614,2.5413,6.7132,5.6720,3.1684,24.3030,34.3222,28.5626,16.8624,14.5028,16.3130,34.3210,10.7775,18.2549,5.3517,24.8446,22.2713,21.8470,13.9530,33.3575,15.0175,12.9520
707.5800,9.8600,17.8522,16.1961,3.0203,6.5428,5.5082,3.1231,24.6676,34.1566,28.9666,16.8120,14.9208,16.2276,34.2745,10.8172,18.4132,5.2319,25.0041,21.9116,21.9150,13.7986,33.2396,15.0583,13.3451
707.5400,9.8400,17.1986,16.7545,3.4777,6.3509,5.3139,3.0522,25.0829,33.9825,29.3785,16.7750,15.3665,16.1380,34.2146,10.8489,18.5571,5.1077,25.1554,21.5513,21.9925,13.6068,33.0684,15.0840,13.7188
707.5000,9.8100,16.8346,17.2646,3.8445,6.2124,5.1078,2.9790,25.4647,33.8026,29.7881,16.6612,15.7686,16.0547,34.1618,10.8707,18.6990,5.0045,25.3257,21.1757,22.0723,13.4100,32.9131,15.0892,14.0822
707.4600,9.7900,16.4083,17.6698,4.6000,6.0464,4.9415,2.9059,25.8512,33.6109,30.2018,16.5350,16.1357,15.9643,34.0911,10.8738,18.8224,4.9115,25.5071,20.7850,22.1386,13.2312,32.7962,15.0732,14.4372
707.4200,9.7700,16.2393,17.8260,5.4557,5.9223,4.7555,2.8484,26.2533,33.4110,30.6216,16.3521,16.4731,15.8690,34.0166,10.8783,18.9468,4.8035,25.6757,20.3765,22.2647,13.0426,32.6767,15.0549,14.8082
707.3800,9.7400,16.2345,17.6762,6.2505,5.8189,4.5449,2.7468,26.6382,33.2017,31.0448,16.1798,16.7982,15.7734,33.9389,10.8750,19.0475,4.7172,25.8854,19.9576,22.4286,12.8446,32.5102,15.0391,15.1590
707.3400,9.7200,16.2462,17.6268,6.9514,5.7352,4.3510,2.6519,27.0563,32.9800,31.4690,16.0259,17.0999,15.6709,33.8550,10.8531,19.1367,4.6390,26.0995,19.5729,22.5633,12.6504,32.3492,15.0197,15.4634
707.3000,9.7000,16.2672,17.5417,7.5037,5.6690,4.1734,2.5590,27.4711,32.7571,31.8540,15.8837,17.3866,15.5588,33.7653,10.7781,19.1683,4.5584,26.3137,19.1656,22.6446,12.4705,32.2375,14.9956,15.7532
707.2600,9.6700,15.8644,17.4078,8.0327,5.6088,4.0127,2.4930,27.9152,32.5368,32.2493,15.7975,17.6810,15.4526,33.6069,10.7414,19.2084,4.4728,26.5220,18.7566,22.7235,12.3011,32.1154,14.9566,16.0164
707.2200,9.6500,15.3909,16.4374,8.2833,5.5284,3.8147,2.4446,28.3935,32.3154,32.6352,15.6714,17.9667,15.3454,33.4687,10.6439,19.1997,4.3874,26.7273,18.3610,22.8098,12.1151,31.9809,14.9093,16.2808
707.1800,9.6300,14.5619,15.1592,8.7863,5.4840,3.7071,2.3876,28.8429,32.0964,33.0119,15.6157,18.2507,15.2414,33.3006,10.5426,19.1791,4.3089,26.9563,17.9830,22.8731,11.9267,31.8475,14.8555,16.5372
707.1400,9.6000,13.7015,14.1330,8.7889,5.4418,3.6230,2.3571,29.3065,31.8701,33.3886,15.5853,18.5080,15.1301,33.1539,10.4306,19.1353,4.2493,27.1785,17.6040,22.9530,11.7375,31.7112,14.7979,16.7848
707.1000,9.5800,13.0132,13.0982,8.7355,5.4065,3.5536,2.3454,29.7542,31.6435,33.7584,15.5651,18.7188,15.0220,32.9974,10.3117,19.0741,4.1951,27.4368,17.2188,23.0538,11.5626,31.5912,14.7378,17.0161
